ID_FINANCE,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,ID_TRIP,ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,MajorProgramCode,FPP_to_School_enrollment,Retained,ID_CRM,Poverty_Code,Region,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator,Departure_From_The_Payment
NA1158,2019-01-13,NA,433,10,2,"0,344492067701097","0,030467742286123",1,413,"0,901870253386422",2,1158,HZ1158T,HZ,10,10,CA,5,T,2019-05-19,05/24/2019,,12/03/2018,7,2,06/27/2018,CA History,27,32,January,2,4,H,"0,036594313486787",1,C1158G,C,Southern California,PUBLIC,0,2,8,737,G,0,0,,,,4,2,Middle->Middle,M-L,126 days
NA1159,2018-12-10,NA,2117,4,0,"0,499712824796477",0,0,2493,"0,853804138351427",1,1159,HC1159A,HC,7,7,CA,12,A,2019-04-13,04/25/2019,,11/04/2018,0,1,11/12/2018,East Coast,9,9,January,4,4,H,"0,008667102213577",0,A1159Q,A,Northern California,PUBLIC,1,6,8,902,Q,0,1,11/17/2018,2018-11-16,148,4,4,Middle->Middle,L,124 days
NA116,2018-10-24,NA,2177,9,1,"0,694290726790317","0,085564528133713",0,2040,"0,855247403223166",2,116,HD116A,HD,10,10,WA,22,A,2019-03-28,04/19/2019,,08/11/2018,0,2,09/02/2018,East Coast,14,13,January,4,4,H,"0,041407440084307",0,A116K,A,Pacific Northwest,PUBLIC,1,6,8,277,K,0,1,09/19/2018,2018-09-26,183,4,4,Middle->Middle,S,155 days
NA1161,2018-10-05,NA,1871,1,4,"0,320221355952613","0,346273805343552",0,2139,"0,779821478846741",1,1161,HD1161A,HD,4,6,UT,22,A,2019-06-04,06/26/2019,05/02/2018,09/02/2018,5,1,04/17/2018,East Coast,3,4,January,4,5,H,"0,003142668380628",1,B1161L,B,Other,PUBLIC,1,7,9,912,L,1,1,09/24/2018,2018-09-22,255,5,4,Middle->Middle,L,242 days
NA1162,2018-10-08,NA,1569,8,4,"0,878541802955814","0,382336771428373",0,1561,"0,897079405298434",1,1162,HD1162A,HD,7,8,TX,16,A,2019-06-08,06/24/2019,02/20/2018,08/12/2018,6,1,03/11/2018,East Coast,9,10,January,4,4,H,"0,021060287124075",1,B1162L,B,Dallas,PUBLIC,1,7,8,399,L,0,1,08/20/2018,2018-09-08,273,4,4,Middle->Middle,S-M,243 days
NA1163,2018-11-20,NA,1432,9,0,"0,428118063953936","0,16857589809263",0,1258,"0,920371965902469",2,1163,HD1163A,HD,10,10,MI,15,A,2019-05-31,06/15/2019,03/23/2018,08/19/2018,0,2,03/29/2018,East Coast,26,24,January,4,4,H,"0,064332495165777",1,B1163I,B,Other,PUBLIC,1,6,8,335,I,1,1,09/13/2018,2018-09-21,252,4,4,Middle->Middle,S-M,192 days
NA1164,2018-11-13,NA,1448,25,14,"0,543342323738753","0,244718579947218",0,1504,"0,875254189650132",6,1164,HD1164A,HD,9,9,TX,8,A,2019-03-11,03/19/2019,03/06/2018,08/27/2018,13,6,02/22/2018,East Coast,40,50,January,4,4,H,"0,102769817453417",1,C1164C,C,Dallas,PUBLIC,1,6,8,478,C,0,1,08/23/2018,2018-09-08,184,4,4,Middle->Middle,S-M,118 days
NA1166,2018-11-10,NA,782,16,2,"0,458144572003875","0,100226115524428",0,839,"0,819000324591839",7,1166,HO1166T,HO,11,11,KY,17,T,2019-04-02,04/19/2019,,08/23/2018,4,6,09/05/2018,East Coast,32,44,January,4,5,H,"0,060938466868849",0,A1166O,A,Other,PUBLIC,0,7,12,583,O,0,0,,,,5,4,High->High,S-M,143 days
NA1168,2018-11-10,NA,1349,6,4,"0,705680289737324",0,0,1303,"0,818428688112068",2,1168,HD1168A,HD,6,7,TX,6,A,2019-06-07,06/13/2019,03/28/2018,03/09/2018,4,2,03/01/2018,East Coast,11,12,January,4,4,H,"0,030120327078736",0,C1168C,C,Dallas,PUBLIC,1,6,8,303,C,0,2,03/28/2018,2018-09-19,261,4,4,Elementary->Middle,S,209 days
NA1169,2018-11-11,NA,876,21,1,"0,636503755738483",0,1,990,"0,97621702787952",2,1169,CD1169A,CD,7,8,IL,7,A,2019-05-15,05/22/2019,05/16/2018,09/02/2018,1,2,05/08/2018,East Coast,32,36,January,2,4,C,"0,097774204068616",1,01169Q,0,Other,CHD,0,2,8,333,Q,1,0,,,,4,2,Middle->High,S,185 days
NA1170,2018-12-16,NA,2125,16,8,"0,684255886870839","0,299276320578256",0,2151,"0,93937788274499",2,1170,HD1170A,HD,7,7,WA,16,A,2019-06-18,07/04/2019,,10/10/2018,8,2,11/11/2018,East Coast,22,26,January,4,5,H,"0,031998869997552",1,01170Q,0,Pacific Northwest,Catholic,1,6,12,875,Q,0,1,12/09/2018,2018-11-22,208,5,4,Middle->Middle,M-L,184 days
NA1171,2018-11-08,NA,2636,7,2,"0,513621064974966",0,0,2655,"0,902581628498246",1,1171,SC1171A,SC,6,7,NY,15,A,2019-03-14,03/29/2019,04/10/2018,04/28/2018,2,1,04/30/2018,Costa Rica,11,15,January,2,5,S,"0,03498167919971",0,01171Q,0,Other,Private non-Christian,0,2,12,382,Q,0,0,,,,5,2,Middle->Middle,S-M,126 days
NA1172,2018-10-03,NA,1614,51,4,"0,79461004789098","0,245642525216788",0,1736,"0,985435012454468",4,1172,HD1172A,HD,8,8,TX,19,A,2019-05-23,06/11/2019,04/14/2018,07/27/2018,3,3,03/19/2018,East Coast,67,74,January,1,5,H,"0,063806209259595",1,01172M,0,Dallas,CHD,1,1,12,1045,M,0,1,10/09/2018,2018-10-01,234,5,1,Middle->Middle,L,232 days
NA1174,2018-10-21,NA,1552,48,6,"0,613748185355858","0,300109663692678",0,1356,"0,910559038079463",11,1174,HD1174A,HD,8,8,WI,15,A,2019-05-03,05/18/2019,05/03/2018,08/27/2018,12,11,04/14/2018,East Coast,89,92,January,4,4,H,"0,19373276928466",1,A1174Q,A,Other,PUBLIC,1,6,8,440,Q,1,1,09/05/2018,2018-09-09,236,4,4,Middle->Middle,S-M,194 days
NA1175,2018-11-21,NA,382,11,2,"0,61332491987912","0,051141831136717",0,397,"0,986682239213984",1,1175,HS1175A,HS,3,3,CA,1,A,2019-05-20,05/21/2019,,10/07/2018,3,1,10/10/2018,CA History,18,23,January,1,3,H,"0,046620959454918",0,B1175P,B,Southern California,PUBLIC,1,1,5,457,P,1,1,10/14/2018,2018-10-12,220,3,1,Elementary->Elementary,S-M,180 days
NA1176,2018-10-28,NA,1686,13,8,"1,00047110030653","0,17920979350546",0,1690,"0,931665792281301",1,1176,HD1176A,HD,8,8,LA,12,A,2019-05-29,06/10/2019,03/11/2018,09/04/2018,9,1,03/02/2018,East Coast,10,14,January,3,4,H,"0,020536690356274",1,C1176I,C,Other,PUBLIC,0,5,8,648,I,1,0,,,,4,3,Middle->Middle,M-L,213 days
NA1181,2018-10-20,NA,2007,52,12,"0,791974949430207","0,282618260933966",1,2073,"0,899339091722861",7,1181,CD1181A,CD,10,10,CA,12,A,2019-05-19,05/31/2019,01/24/2018,09/12/2018,17,5,02/01/2018,East Coast,55,64,January,1,5,C,"0,074872098084982",1,01181K,0,Southern California,CHD,1,1,12,752,K,1,1,09/12/2018,2018-09-24,237,5,1,Middle->Middle,M-L,211 days
NA1182,2018-09-24,NA,1888,8,2,"0,617469904532032",0,0,1903,"0,834200908639778",2,1182,HD1182A,HD,7,10,CO,17,A,2019-05-23,06/09/2019,02/17/2018,10/08/2018,2,2,02/10/2018,East Coast,11,14,January,1,5,H,"0,09298024524361",0,B1182J,B,Other,PUBLIC,0,1,12,144,J,1,0,,,,5,1,High->High,S,241 days
NA1183,2018-10-12,NA,1950,4,3,"0,578727831508433","0,116764941299068",0,1937,"0,84928514395868",1,1183,HD1183A,HD,6,8,CA,11,A,2019-06-18,06/29/2019,01/29/2018,08/28/2018,5,1,02/12/2018,East Coast,6,8,January,2,4,H,"0,035912413360488",0,01183E,0,Southern California,Catholic,1,2,8,204,E,0,2,02/21/2018,2018-09-18,273,4,2,Middle->Middle,S,249 days
NA1184,2018-11-02,NA,1535,42,5,"0,686817157516799","0,205901819979195",0,1293,"0,91631979061421",6,1184,HD1184A,HD,9,9,FL,21,A,2019-03-22,04/12/2019,03/10/2018,08/20/2018,5,5,04/07/2018,East Coast,77,72,January,1,5,H,"0,092064010220874",1,01184M,0,Other,Private non-Christian,1,1,12,824,M,1,1,08/31/2018,2018-09-16,187,5,1,Middle->Middle,M-L,140 days
NA1185,2018-10-12,NA,2247,9,2,"0,684311550117366","0,145489572301022",0,2218,"0,896092679052627",1,1185,HC1185A,HC,6,7,WY,12,A,2019-06-01,06/13/2019,,09/06/2018,3,1,06/22/2018,East Coast,14,15,January,4,4,H,"0,03990464050231",1,B1185Z,B,Other,PUBLIC,1,6,8,321,Z,0,1,09/06/2018,2018-08-20,285,4,4,Middle->Middle,S-M,232 days
NA1187,2018-09-21,NA,1106,15,0,"0,656299521992408","0,418126363702258",0,1148,"0,883207436414346",3,1187,HD1187A,HD,8,8,IL,7,A,2019-03-24,03/31/2019,,07/14/2018,1,3,07/11/2018,East Coast,22,26,January,2,4,H,"0,036836554512641",1,B1187L,B,Other,PUBLIC,1,2,8,599,L,1,1,09/03/2018,2018-08-19,217,4,2,Middle->Middle,M-L,184 days
NA1188,2018-10-09,NA,594,35,1,"0,401928297478785","0,194261156146116",0,523,"0,957934142472424",5,1188,HD1188T,HD,6,6,OH,6,T,2019-05-22,05/28/2019,02/15/2018,07/18/2018,5,6,02/16/2018,East Coast,66,87,January,4,4,H,"0,257896849707324",1,B1188F,B,Other,PUBLIC,1,6,8,331,F,1,1,08/08/2018,2018-08-11,284,4,4,Middle->Middle,S,225 days
NA1189,2018-09-29,NA,967,20,10,"0,973794576542933","0,051877059993441",0,892,"0,909838631279821",2,1189,HD1189T,HD,6,7,LA,24,T,2019-05-02,05/26/2019,05/02/2018,09/13/2018,11,2,03/18/2018,East Coast,21,24,January,4,4,H,"0,04175082093805",0,C1189E,C,Other,PUBLIC,1,6,8,531,E,0,2,05/11/2018,2018-09-27,217,4,4,Middle->Middle,S-M,215 days
NA119,2018-09-18,NA,1471,11,1,"0,360137759045146","0,18155167589434",0,1592,"0,862145419372758",4,119,HD119A,HD,9,9,IN,17,A,2019-05-03,05/20/2019,04/29/2018,08/07/2018,1,4,04/21/2018,East Coast,27,38,January,1,4,H,"0,094224493140248",1,0119E,0,Other,Private non-Christian,1,1,8,348,E,0,1,08/22/2018,2018-08-23,253,4,1,Middle->Middle,S-M,227 days
NA1190,2018-10-20,NA,1689,14,1,"0,658219205063684","0,107602155263381",0,1565,"0,93112001224394",2,1190,HD1190A,HD,,,CO,12,A,2019-05-07,05/19/2019,06/04/2018,09/06/2018,1,2,05/14/2018,East Coast,19,27,January,4,4,H,"0,045876921138477",0,B1190N,B,Other,PUBLIC,1,6,8,460,N,0,1,10/23/2018,2018-10-21,198,4,4,Undefined->Undefined,S-M,199 days
NA1191,2018-10-20,NA,1203,0,0,0,0,1,1181,"0,943388022801372",3,1191,HD1191A,HD,7,7,IL,11,A,2019-05-11,05/22/2019,,,4,3,05/06/2018,East Coast,32,30,January,2,4,H,"0,078594604247329",1,B1191I,B,Other,PUBLIC,1,2,8,332,I,1,1,08/27/2018,2018-08-17,267,4,2,Middle->Middle,S,203 days
NA1192,2018-11-19,NA,1205,7,0,"0,4960164521039","0,325784858045115",0,1144,"0,840805233743683",2,1192,HD1192A,HD,5,7,MO,8,A,2019-05-30,06/07/2019,,10/06/2018,1,2,10/03/2018,East Coast,13,15,January,3,4,H,"0,015252621148854",1,C1192F,C,Other,PUBLIC,1,5,7,849,F,0,1,10/16/2018,2018-10-12,230,4,3,Middle->Middle,L,192 days
NA1193,2018-11-07,NA,2085,16,0,"0,593076813496083","0,161919236943721",0,1906,"0,877515545045767",3,1193,HD1193A,HD,9,9,WA,9,A,2019-04-27,05/06/2019,03/01/2018,09/20/2018,0,3,03/01/2018,East Coast,25,28,January,1,4,H,"0,065353991364186",1,01193F,0,Pacific Northwest,Catholic,1,1,8,448,F,1,2,05/14/2018,2018-09-23,216,4,1,Middle->Middle,S-M,171 days
NA1194,2018-10-16,NA,1836,14,2,"0,666766926382569","0,22879165084174",0,1641,"0,958206928058195",2,1194,HD1194A,HD,7,7,OR,20,A,2019-06-13,07/03/2019,10/10/2017,09/15/2018,2,2,10/12/2017,East Coast,20,22,January,2,4,H,"0,045660437535904",1,B1194N,B,Pacific Northwest,PUBLIC,1,2,8,460,N,1,2,11/01/2017,2018-10-06,250,4,2,Middle->Middle,S-M,240 days
NA1196,2018-10-05,NA,1651,28,5,"0,830371218235339","0,147703968773216",0,1425,"0,96399697215676",2,1196,HD1196A,HD,10,10,TX,15,A,2019-06-16,07/01/2019,02/20/2018,09/24/2018,4,2,01/19/2018,East Coast,36,35,January,4,4,H,"0,040713041012939",1,C1196D,C,Houston,PUBLIC,1,6,8,866,D,0,1,09/29/2018,2018-09-21,268,4,4,Middle->Middle,L,254 days
NA1197,2018-10-30,NA,2508,2,6,"0,983106686297364",0,0,2622,"1,03391640259534",0,1197,HN1197A,HN,12,12,NV,14,A,2019-06-23,07/07/2019,01/18/2018,08/28/2018,5,0,12/29/2017,East Coast,2,2,January,4,4,H,"0,00260824064744",0,B1197G,B,Other,PUBLIC,0,7,8,801,G,1,0,,,,4,4,High->High,M-L,236 days
NA1198,2018-11-03,NA,1311,37,3,"0,720080601874484","0,329225227046087",0,1490,"0,841505939083458",8,1198,HD1198A,HD,6,6,NE,11,A,2019-06-02,06/13/2019,03/19/2018,08/29/2018,3,6,02/28/2018,East Coast,56,66,January,4,4,H,"0,060040106695973",1,A1198Q,A,Other,PUBLIC,1,6,8,943,Q,1,1,09/28/2018,2018-09-16,259,4,4,Middle->Middle,L,211 days
NA1199,2018-10-23,NA,1833,7,2,"0,575189970027278","0,231842651123647",0,2033,"0,878882066675331",1,1199,HD1199A,HD,8,8,NM,16,A,2019-05-30,06/15/2019,02/13/2018,08/02/2018,3,1,01/22/2018,East Coast,9,12,January,4,4,H,"0,018579343363446",1,C1199G,C,Other,PUBLIC,1,6,8,525,G,0,1,09/23/2018,2018-09-05,267,4,4,Middle->Middle,S-M,219 days
NA12,2018-10-21,NA,2207,13,1,"0,862338741127628","0,222572443586961",0,2279,"0,852872138583723",3,12,HC12A,HC,6,6,NM,13,A,2019-06-02,06/15/2019,,08/25/2018,6,3,08/23/2018,East Coast,16,20,January,4,4,H,"0,024829828886111",0,C12F,C,Other,PUBLIC,1,6,8,571,F,0,1,09/17/2018,2018-09-07,268,4,4,Middle->Middle,M-L,224 days
NA120,2018-11-27,NA,370,9,3,"0,408368864990495","0,134837985387554",0,413,"0,952393996703182",1,120,HS120A,HS,5,5,CA,1,A,2019-04-05,04/06/2019,03/21/2018,08/25/2018,2,1,03/26/2018,CA History,26,25,January,2,3,H,"0,040742761963245",0,B120N,B,Southern California,PUBLIC,1,2,5,574,N,0,2,05/22/2018,2018-10-03,184,3,2,Elementary->Elementary,S-M,129 days
NA1202,2018-10-22,NA,1344,8,1,"0,546885026380946","0,212462794694932",0,1303,"0,913307847033267",1,1202,HD1202A,HD,7,8,FL,16,A,2019-05-22,06/07/2019,01/14/2018,08/14/2018,2,1,01/14/2018,East Coast,11,15,January,2,3,H,"0,022144221181237",1,B1202O,B,Other,PUBLIC,1,2,5,618,O,0,2,08/06/2018,2018-08-27,268,3,2,Middle->High,M-L,212 days
NA1203,2018-11-20,NA,1870,5,2,"0,642044977300209",0,0,1845,"0,874967087826928",1,1203,HD1203A,HD,7,8,TX,16,A,2019-06-01,06/17/2019,,09/20/2018,5,1,09/16/2018,East Coast,7,9,January,4,4,H,"0,01090076791579",1,C1203E,C,Dallas,PUBLIC,1,6,8,702,E,1,2,10/13/2018,2018-11-05,208,4,4,Middle->Middle,M-L,193 days
NA1204,2018-10-13,NA,2400,13,3,"0,628681004274653","0,282107704456722",0,2050,"0,865615016534198",2,1204,HD1204A,HD,8,8,CA,12,A,2019-06-11,06/23/2019,01/29/2018,08/26/2018,3,2,01/14/2018,East Coast,23,22,January,4,4,H,"0,016670532380823",1,A1204Q,A,Northern California,PUBLIC,1,6,8,1112,Q,1,2,03/11/2018,2018-09-08,276,4,4,Middle->Middle,L,241 days
NA1205,2018-10-22,NA,1936,5,3,"0,864670174651959","0,308256214769356",0,1945,"0,780429169023443",2,1205,HD1205A,HD,9,9,CA,19,A,2019-06-14,07/03/2019,,08/13/2018,5,2,04/19/2018,East Coast,7,7,January,4,4,H,"0,007704371689185",0,B1205Q,B,Northern California,PUBLIC,0,7,8,788,Q,0,0,,,,4,4,Middle->Middle,M-L,235 days
NA1206,2018-10-26,NA,1615,22,4,"0,719269730233237","0,327908579606528",0,1614,"0,964886768781329",2,1206,HD1206A,HD,7,9,CO,16,A,2019-06-01,06/17/2019,03/29/2018,08/29/2018,7,2,03/12/2018,East Coast,37,36,January,4,4,H,"0,071609655805953",0,B1206F,B,Other,PUBLIC,1,6,8,434,F,1,1,09/08/2018,2018-09-18,256,4,4,Middle->Middle,S-M,218 days
NA1208,2018-11-13,NA,1906,8,1,"0,664153023969157","0,406681894040409",0,1787,"0,884830503739165",2,1208,SK1208A,SK,7,9,MA,13,A,2019-04-12,04/25/2019,03/09/2018,08/27/2018,2,2,03/03/2018,Science,13,16,January,4,4,S,"0,01868594114094",1,A1208P,A,Other,PUBLIC,1,6,8,725,P,1,2,06/09/2018,2018-09-17,207,4,4,Middle->Middle,M-L,150 days
NA1211,2018-09-22,NA,599,6,4,"0,685153689339584","0,131922580245682",0,532,"0,895778282631344",1,1211,HD12110,HD,8,8,OH,15,A,2019-06-01,06/16/2019,04/07/2018,04/10/2018,0,1,04/21/2018,East Coast,9,10,January,1,4,H,"0,044507972383654",0,01211N,0,Other,Catholic,1,1,8,209,N,0,1,05/01/2018,2018-05-06,391,4,1,Middle->Middle,S,252 days
NA1214,2018-11-26,NA,1923,1,1,"0,335111354164426","0,356572399326808",0,2073,"0,73768732439726",1,1214,HD1214A,HD,8,8,WA,11,A,2019-06-16,06/27/2019,04/15/2018,09/04/2018,1,1,04/03/2018,East Coast,3,4,January,1,4,H,"0,004784278607782",0,B1214L,B,Pacific Northwest,PUBLIC,1,1,6,625,L,0,2,05/09/2018,2018-09-10,279,4,1,Middle->Middle,M-L,202 days
NA1215,2018-10-22,NA,1290,14,1,"0,597857350582854","0,196741769730377",0,1189,"0,955584792856276",1,1215,HD1215T,HD,9,9,TN,13,T,2019-03-07,03/20/2019,04/04/2018,08/20/2018,1,1,02/28/2018,East Coast,24,20,January,2,5,H,"0,026819226451866",1,01215G,0,Other,Private non-Christian,1,2,12,787,G,1,1,08/16/2018,2018-08-22,197,5,2,Middle->Middle,M-L,136 days
NA1216,2018-10-23,NA,2271,20,1,"0,563881124794933","0,222844371819344",0,2340,"0,931591871818098",2,1216,HN1216A,HN,7,8,WA,15,A,2019-06-18,07/03/2019,,10/08/2018,2,2,09/10/2018,East Coast,33,36,January,4,5,H,"0,043758091012278",1,A1216P,A,Pacific Northwest,PUBLIC,1,7,9,816,P,1,1,10/16/2018,2018-10-04,257,5,4,Middle->High,M-L,238 days
NA1217,2019-01-10,NA,403,10,2,"0,316352148682098","0,026568419636895",1,407,"0,961802649071497",2,1217,HZ1217T,HZ,8,8,CA,4,T,2019-05-26,05/30/2019,,12/20/2018,6,2,06/03/2018,CA History,32,33,January,2,4,H,"0,038832580381957",1,C1217G,C,Southern California,PUBLIC,0,2,8,834,G,1,0,,,,4,2,Middle->Middle,M-L,136 days
NA1219,2018-09-21,NA,2013,18,6,"0,240344526125045","0,168602573948765",0,2059,"0,905715146429297",8,1219,SG1219A,SG,6,6,OR,30,A,2019-02-27,03/29/2019,02/27/2018,08/19/2018,7,8,02/15/2018,Science,69,67,January,4,4,S,"0,131306896894491",1,B1219J,B,Pacific Northwest,PUBLIC,1,6,8,474,J,0,1,09/10/2018,2018-09-21,159,4,4,Middle->Middle,S-M,159 days
NA1220,2018-10-30,NA,1529,13,3,"0,478986982897463","0,334747883133042",0,1677,"0,976914812742578",2,1220,HD1220A,HD,6,6,TX,24,A,2019-03-17,04/10/2019,03/17/2018,09/08/2018,4,2,03/12/2018,East Coast,31,31,January,4,4,H,"0,031982285279942",1,B1220O,B,Dallas,PUBLIC,1,6,8,857,O,0,2,05/08/2018,2018-08-18,211,4,4,Middle->Middle,L,138 days
NA1221,2018-10-25,NA,875,26,4,"0,584746268358949","0,151041955640809",0,839,"0,919891449279027",3,1221,HD1221T,HD,8,8,TN,13,T,2019-05-25,06/07/2019,05/21/2018,08/29/2018,6,3,04/10/2018,East Coast,47,56,January,4,4,H,"0,065120897443456",1,B1221I,B,Other,PUBLIC,1,6,8,848,I,1,1,09/08/2018,2018-09-17,250,4,4,Middle->Middle,M-L,212 days
NA1223,2018-10-07,NA,2320,25,2,"0,658010859480092","0,155423527820692",0,2728,"0,955685641250998",3,1223,HC1223A,HC,8,8,TX,16,A,2019-04-17,05/03/2019,05/17/2018,08/13/2018,3,2,05/10/2018,East Coast,33,38,January,4,5,H,"0,050533028049542",1,01223A,0,Houston,Catholic,1,7,12,854,A,0,1,09/06/2018,2018-09-05,224,5,4,Middle->Middle,M-L,192 days
NA1224,2018-10-27,NA,2087,43,11,"0,827965916442103","0,151163849715542",1,2402,"0,865825862726565",7,1224,CD1224A,CD,8,8,CA,20,A,2019-04-02,04/22/2019,01/16/2018,09/29/2018,11,6,01/16/2018,East Coast,55,61,January,2,5,C,"0,061668768551528",1,01224P,0,Southern California,CHD,1,2,12,876,P,0,1,08/22/2018,2018-09-08,206,5,2,Middle->Middle,L,157 days
NA1225,2018-11-14,NA,2040,11,0,"0,723852785548368","0,555928434805408",0,1883,"0,953621313490601",1,1225,HD1225A,HD,6,6,CA,12,A,2019-03-30,04/11/2019,02/25/2018,09/17/2018,0,1,02/06/2018,East Coast,13,16,January,2,3,H,"0,020609888858384",0,B1225Q,B,Southern California,PUBLIC,1,2,5,761,Q,0,1,09/30/2018,2018-10-03,178,3,2,Elementary->Elementary,M-L,136 days
NA1226,2018-11-23,NA,2431,12,6,"0,447845166450512","0,470579746948655",0,2645,"0,90740229161458",2,1226,HC1226A,HC,9,9,CA,19,A,2019-06-17,07/06/2019,02/17/2018,08/22/2018,6,2,02/14/2018,East Coast,33,33,January,2,4,H,"0,028152634229484",1,C1226J,C,Southern California,PUBLIC,1,2,8,1092,J,0,1,04/08/2019,2019-03-28,81,4,2,Middle->Middle,L,206 days
NA1227,2018-10-22,NA,2247,5,1,"0,3000763788812","0,108568629105631",0,2365,"0,848840152268074",2,1227,HD1227A,HD,9,9,HI,28,A,2019-03-09,04/06/2019,04/03/2018,08/24/2018,3,2,03/17/2018,East Coast,19,18,January,4,4,H,"0,024286044843839",1,E1227O,E,Other,PUBLIC,1,6,8,659,O,0,2,05/01/2018,2018-08-26,195,4,4,Middle->Middle,M-L,138 days
NA1229,2018-10-23,NA,2623,15,5,"0,265129641418811","0,469649536806447",0,2439,"0,925521065089948",7,1229,HC1229A,HC,7,7,WA,30,A,2019-06-11,07/11/2019,02/26/2018,08/04/2018,6,7,02/04/2018,East Coast,60,56,January,4,4,H,"0,122878662904539",1,B1229N,B,Pacific Northwest,PUBLIC,1,6,8,473,N,1,1,08/22/2018,2018-08-20,295,4,4,Middle->Middle,S-M,231 days
NA1232,2018-12-03,NA,1953,23,0,"0,376132969640503","0,212533925830187",0,1716,"0,933982727585087",4,1232,HD1232A,HD,5,6,CO,22,A,2019-05-03,05/25/2019,02/26/2018,08/02/2018,1,5,02/26/2018,East Coast,70,70,January,2,4,H,"0,226822613049299",0,B1232P,B,Other,PUBLIC,1,2,6,343,P,0,1,09/14/2018,2018-08-27,249,4,2,Elementary->Middle,S,151 days
NA1233,2018-10-11,NA,2255,10,4,"0,523774610697368","0,094528706205052",0,1993,"0,873449129452102",3,1233,HD1233A,HD,8,8,CA,17,A,2019-04-18,05/05/2019,04/09/2018,08/22/2018,4,2,03/10/2018,East Coast,21,23,January,2,4,H,"0,019011386379834",1,B1233O,B,Southern California,PUBLIC,1,2,8,906,O,1,1,09/30/2018,2018-09-17,213,4,2,Middle->Middle,L,189 days
NA1234,2018-10-17,NA,525,8,1,"0,330713076108677","0,097153448150735",1,595,"1,0052294845725",1,1234,HS1234A,HS,4,4,CA,4,A,2019-05-07,05/11/2019,03/27/2018,03/31/2018,1,1,03/09/2018,CA History,27,22,January,1,4,H,"0,049870982388686",1,01234P,0,Southern California,CHD,1,1,8,488,P,0,2,05/05/2018,2018-09-13,236,4,1,Elementary->Elementary,S-M,202 days
NA1235,2018-10-22,NA,1900,14,0,"0,62527098770458","0,132022480529676",0,2076,"0,834772218605457",3,1235,HD1235A,HD,7,8,WA,22,A,2019-06-20,07/12/2019,,09/11/2018,0,3,09/11/2018,East Coast,23,25,January,4,4,H,"0,021396038926993",1,A1235O,A,Pacific Northwest,PUBLIC,0,6,8,887,O,1,0,,,,4,4,Middle->High,L,241 days
NA1236,2018-10-22,NA,1584,33,3,"0,681346234517442","0,31905460714416",0,1733,"0,908763532272899",3,1236,HD1236A,HD,9,9,NE,17,A,2019-03-24,04/10/2019,02/13/2018,07/28/2018,4,3,02/20/2018,East Coast,50,60,January,4,4,H,"0,063807699024124",1,B1236L,B,Other,PUBLIC,1,6,8,824,L,0,1,09/25/2018,2018-09-24,181,4,4,Middle->Middle,L,153 days
NA1239,2018-10-06,NA,1935,1,0,"0,171207139520713","0,178348053617278",0,2059,"0,894948362862712",1,1239,HD1239A,HD,4,5,CA,19,A,2019-04-05,04/24/2019,04/24/2018,08/26/2018,1,1,05/02/2018,East Coast,6,7,January,2,3,H,"0,006214814239785",0,A1239Q,A,Southern California,PUBLIC,1,2,5,989,Q,1,2,05/06/2018,2018-10-03,184,3,2,Elementary->Middle,L,181 days
NA1241,2018-10-26,NA,2625,4,2,"0,815845667839329","0,342947672488382",0,2553,"0,826426034751765",1,1241,HC1241A,HC,10,10,CA,19,A,2019-06-03,06/22/2019,05/01/2018,08/02/2018,6,1,05/14/2018,East Coast,5,6,January,4,4,H,"0,013252664434626",1,B1241N,B,Northern California,PUBLIC,0,6,8,391,N,1,0,,,,4,4,Middle->Middle,S-M,220 days
NA1242,2018-10-23,NA,2807,5,1,"1,00578646755861","0,222818825456699",0,2843,"0,714531953019282",2,1242,SM1242A,SM,6,7,HI,23,A,2019-03-12,04/04/2019,04/17/2018,08/18/2018,3,2,04/23/2018,Science,5,7,January,4,4,S,"0,007569972304924",1,E1242L,E,Other,PUBLIC,0,6,8,602,L,0,0,,,,4,4,Middle->Middle,M-L,140 days
NA1243,2018-11-25,NA,603,42,4,"0,655801002304718","0,168985435195253",0,662,"0,943687157981214",4,1243,HD1243T,HD,6,6,MI,22,T,2019-05-19,06/10/2019,,10/21/2018,5,3,11/01/2018,East Coast,65,68,January,4,4,H,"0,07060491889176",1,A1243Q,A,Other,PUBLIC,0,6,8,745,Q,1,0,,,,4,4,Middle->Middle,M-L,175 days
